ID,Acceleration,Added on,Age,Aggression,Agility,Att. WR,Balance,Ball Control,Club,Composure,Crossing,Curve,Def. WR,Defending,Diving,Dribbling,FK. Accuracy,Finishing,Foot,Fullname,Handling,Heading Accuracy,Height,Interceptions,Intl. Rep,Jumping,Kicking,League,Long Passing,Long Shots,Marking,Nation,Origin,Pace,Passing,Penalties,Physicality,Positioning,R.Face,Reactions,Reflexes,Revision,Shooting,Short Passing,Shot Power,Skills,Sliding Tackle,Sprint Speed,Stamina,Standing Tackle,Strength,Vision,Volleys,Weak Foot,Weight
92,93,2018-09-19,76 years old,88,90,High,92,86,Icons,91,90,85,Med,42,,86,90,92,Right,Eusébio da Silva Ferreira,,36,"175cm | 5'9""",42,,74,,Icons,88,94,36,Portugal,N\A,93,88,93,74,93,,92,,Icon,93,88,92,4,86,92,86,86,86,88,94,5,76
93,91,2018-09-19,71 years old,81,93,High,94,80,Icons,93,91,82,Low,41,,80,91,90,Right,Johan Cruyff,,43,"180cm | 5'11""",41,,72,,Icons,85,91,43,Holland,N\A,91,88,82,72,89,,94,,Icon,89,85,90,5,62,93,65,62,65,88,91,5,70
94,88,2018-09-19,51 years old,75,90,Med,82,80,Icons,87,92,87,Low,38,,80,92,86,Right,Roberto Baggio,,37,"174cm | 5'9""",38,,60,,Icons,85,85,37,Italy,N\A,88,89,73,60,82,,82,,Icon,82,85,86,5,74,91,62,74,62,89,85,4,72
95,79,2018-10-24,30 years old,78,87,High,79,79,FC Bayern München,92,80,89,Med,42,,79,80,92,Right,Robert Lewandowski,,39,"184cm | 6'0""",42,4,83,,Bundesliga,64,92,39,Poland,TOTW6,79,78,88,83,90,,79,,IF,90,64,92,4,87,77,85,87,85,78,92,4,80
96,70,2018-10-31,32 years old,66,65,Med,58,54,Atlético Madrid,86,53,52,High,90,,54,53,50,Right,Diego Godín,,88,"187cm | 6'2""",90,3,85,,LaLiga Santander,56,43,88,Uruguay,TOTW7,70,67,69,85,50,,58,,IF,50,56,50,2,93,70,92,93,92,67,43,3,78
97,89,2018-09-19,55 years old,72,93,Med,49,47,Icons,87,72,27,Med,53,89,47,72,31,Right,Peter Schmeichel,84,38,"193cm | 6'4""",53,,86,85,Icons,34,30,38,Denmark,N\A,89,85,38,86,84,,49,93,Icon,84,34,31,1,35,53,77,35,77,85,30,3,92
98,79,2018-09-19,45 years old,74,83,Med,82,83,Icons,91,67,71,Low,36,,83,67,96,Right,Filippo Inzaghi,,50,"181cm | 5'11""",36,,65,,Icons,49,95,50,Italy,N\A,79,69,87,65,91,,82,,Icon,91,49,96,3,96,80,88,96,88,69,95,3,74
99,85,2018-09-19,44 years old,85,92,Med,87,73,Icons,88,91,89,Med,42,,73,91,89,Right,Alessandro Del Piero,,43,"174cm | 5'9""",42,,69,,Icons,87,93,43,Italy,N\A,85,85,85,69,90,,87,,Icon,90,87,89,4,64,86,58,64,58,85,93,5,74
100,82,2018-09-19,47 years old,87,84,Med,79,72,Icons,93,88,80,Med,36,,72,88,94,Right,Jari Litmanen,,44,"181cm | 5'11""",36,,64,,Icons,77,91,44,Finland,N\A,82,84,82,64,89,,79,,Icon,89,77,94,3,72,81,63,72,63,84,91,4,76
101,90,2018-09-19,47 years old,86,85,High,89,82,Icons,92,74,82,High,48,,82,74,89,Right,Henrik Larsson,,45,"178cm | 5'10""",48,,73,,Icons,70,93,45,Sweden,N\A,90,76,83,73,89,,89,,Icon,89,70,89,3,96,92,92,96,92,76,93,4,75
102,87,2018-09-19,45 years old,72,94,Med,93,89,Icons,84,86,94,Low,40,,89,86,88,Right,Jay-Jay Okocha,,46,"173cm | 5'8""",40,,60,,Icons,81,79,46,Nigeria,N\A,87,84,87,60,83,,93,,Icon,83,81,88,5,61,90,54,61,54,84,79,4,70
103,71,2018-09-19,42 years old,75,66,Med,48,53,Icons,85,52,35,High,91,,53,52,35,Right,Alessandro Nesta,,90,"187cm | 6'2""",91,,85,,Icons,49,38,90,Italy,N\A,71,62,49,85,41,,48,,Icon,41,49,35,2,84,75,86,84,86,62,38,3,78
104,94,2018-09-19,42 years old,77,91,Med,88,80,Icons,86,77,77,Med,42,,80,77,88,Right,Nazário de Lima Ronaldo Luís,,36,"183cm | 6'0""",42,,72,,Icons,72,94,36,Brazil,N\A,94,77,89,72,90,,88,,Icon,90,72,88,4,78,95,79,78,79,77,94,4,75
105,85,2018-09-19,49 years old,79,88,High,84,76,Icons,88,88,81,Med,35,,76,88,91,Right,Dennis Bergkamp,,29,"183cm | 6'0""",35,,73,,Icons,80,91,29,Holland,N\A,85,83,88,73,89,,84,,Icon,89,80,91,4,58,86,76,58,76,83,91,4,78
106,77,2018-09-19,56 years old,90,80,Med,72,54,Icons,88,85,59,Med,90,,54,85,72,Right,Frank Rijkaard,,91,"187cm | 6'2""",90,,87,,Icons,77,69,91,Holland,N\A,77,83,86,87,76,,72,,Icon,76,77,72,3,87,75,82,87,82,83,69,4,85
107,89,2018-09-19,43 years old,80,89,Med,90,85,Icons,89,83,60,Low,38,,85,83,91,Right,Hernán Crespo,,32,"184cm | 6'0""",38,,73,,Icons,77,94,32,Argentina,N\A,89,72,87,73,90,,90,,Icon,90,77,91,4,92,89,88,92,88,72,94,4,78
108,95,2018-09-19,45 years old,92,89,High,88,88,Icons,92,79,67,Med,47,,88,79,89,Left,Marc Overmars,,54,"173cm | 5'8""",47,,67,,Icons,89,83,54,Holland,N\A,95,81,82,67,82,,88,,Icon,82,89,89,3,52,96,62,52,62,81,83,5,72
109,90,2018-09-19,41 years old,83,87,Med,88,63,Icons,89,88,84,Med,51,,63,88,93,Right,Thierry Henry,,55,"188cm | 6'2""",51,,77,,Icons,82,91,55,France,N\A,90,85,83,77,88,,88,,Icon,88,82,93,4,80,89,67,80,67,85,91,4,83
110,83,2018-09-19,41 years old,88,90,High,86,85,Icons,88,93,87,Med,51,,85,93,83,Right,Anderson Luís de Souza,,59,"174cm | 5'9""",51,,70,,Icons,83,75,59,Portugal,N\A,83,91,82,70,79,,86,,Icon,79,83,83,4,62,86,42,62,42,91,75,3,73
111,83,2018-09-19,40 years old,83,65,Med,60,57,Icons,86,57,32,Med,91,,57,57,48,Right,Rio Ferdinand,,91,"189cm | 6'2""",91,,86,,Icons,54,45,91,England,N\A,83,67,65,86,49,,60,,Icon,49,54,48,3,86,84,82,86,82,67,45,3,87
112,77,2018-09-19,48 years old,93,78,High,79,73,Icons,84,78,71,High,87,,73,78,81,Left,Emmanuel Petit,,90,"185cm | 6'1""",87,,89,,Icons,73,71,90,France,N\A,77,82,90,89,79,,79,,Icon,79,73,81,3,79,78,78,79,78,82,71,3,79
113,87,2018-09-19,49 years old,39,86,Med,43,41,Icons,91,70,10,Med,59,87,41,70,17,Right,Jens Lehmann,91,28,"190cm | 6'3""",59,,90,86,Icons,11,13,28,Germany,N\A,87,86,45,90,91,,43,86,Icon,91,11,17,1,33,59,72,33,72,86,13,3,87
114,92,2018-09-19,49 years old,82,89,High,93,85,Icons,88,73,81,Med,48,,85,73,91,Right,Luis Hernández,,35,"175cm | 5'9""",48,,70,,Icons,69,91,35,Mexico,N\A,92,74,86,70,88,,93,,Icon,88,69,91,4,93,94,89,93,89,74,91,3,69
115,86,2018-09-19,46 years old,88,88,Med,86,83,Icons,89,88,92,Med,44,,83,88,89,Right,Rui Manuel César Costa,,66,"180cm | 5'11""",44,,79,,Icons,86,75,66,Portugal,N\A,86,88,87,79,81,,86,,Icon,81,86,89,4,50,83,80,50,80,88,75,4,74
116,72,2018-09-19,47 years old,93,81,Med,70,77,Icons,92,87,72,High,87,,77,87,71,Right,Roy Keane,,94,"180cm | 5'11""",87,,89,,Icons,73,70,94,Republic of Ireland,N\A,72,85,65,89,71,,70,,Icon,71,73,71,2,77,70,79,77,79,85,70,3,76
117,74,2018-09-19,40 years old,92,84,High,65,62,Icons,89,83,84,Med,73,,62,83,85,Right,Frank Lampard,,78,"184cm | 6'0""",73,,81,,Icons,82,89,78,England,N\A,74,88,91,81,90,,65,,Icon,90,82,85,3,71,76,78,71,78,88,89,4,89
118,86,2018-09-19,52 years old,76,91,High,85,86,Icons,90,88,92,Med,43,,86,88,89,Right,Gianfranco Zola,,33,"168cm | 5'6""",43,,63,,Icons,85,92,33,Italy,N\A,86,88,91,63,91,,85,,Icon,91,85,89,4,64,88,52,64,52,88,92,4,67
119,88,2018-09-19,56 years old,92,87,High,82,82,Icons,88,87,88,Med,80,,82,87,88,Right,Ruud Gullit,,79,"191cm | 6'3""",80,,87,,Icons,86,87,79,Holland,N\A,88,88,92,87,88,,82,,Icon,88,86,88,4,92,87,82,92,82,88,87,5,88
120,72,2018-09-19,40 years old,89,58,Med,53,58,Icons,90,55,48,High,93,,58,55,41,Right,Carles Puyol Saforcada,,94,"178cm | 5'10""",93,,91,,Icons,70,35,94,Spain,N\A,72,66,71,91,45,,53,,Icon,45,70,41,2,89,70,88,89,88,66,35,3,80
121,70,2018-09-19,34 years old,61,61,Med,54,55,Juventus,83,50,31,High,92,,55,50,28,Left,Giorgio Chiellini,,88,"187cm | 6'2""",92,4,83,,Serie A TIM,59,33,88,Italy,N\A,70,57,79,83,47,,54,,CL,47,59,28,2,84,65,90,84,90,57,33,2,85
122,86,2018-09-19,25 years old,81,92,High,92,85,Juventus,86,88,89,Med,29,,85,88,84,Left,Paulo Dybala,,33,"177cm | 5'10""",29,3,67,,Serie A TIM,82,84,33,Argentina,N\A,86,85,82,67,86,,92,,CL,86,82,84,4,70,88,76,70,76,85,84,3,75
123,85,2018-09-19,30 years old,77,90,High,86,92,Manchester City,90,84,72,Med,29,,92,84,93,Right,Sergio Agüero,,24,"173cm | 5'8""",29,4,74,,Premier League,70,94,24,Argentina,N\A,85,77,88,74,90,,86,,CL,90,70,93,4,76,89,82,76,82,77,94,4,70
124,67,2018-09-19,32 years old,79,92,High,93,90,Manchester City,87,93,76,Med,51,,90,93,89,Left,David Josué Jimenez Silva,,48,"173cm | 5'8""",51,4,61,,Premier League,83,73,48,Spain,N\A,67,88,71,61,75,,93,,CL,75,83,89,4,55,70,65,55,65,88,73,2,67
125,88,2018-09-19,26 years old,35,91,Med,37,43,FC Barcelona,85,69,12,Med,39,88,43,69,11,Right,Marc-André ter Stegen,86,22,"187cm | 6'2""",39,3,86,89,LaLiga Santander,15,14,22,Germany,N\A,88,89,22,86,86,,37,91,CL,86,15,11,1,11,39,79,11,79,89,14,4,85
126,78,2018-09-19,30 years old,78,85,High,78,78,FC Bayern München,90,77,86,Med,41,,78,77,91,Right,Robert Lewandowski,,39,"184cm | 6'0""",41,4,82,,Bundesliga,62,91,39,Poland,N\A,78,75,88,82,89,,78,,Normal,89,62,91,4,85,77,84,85,84,75,91,4,80
127,66,2018-09-19,29 years old,66,74,High,63,60,FC Bayern München,89,80,53,Med,91,,60,80,56,Right,Mats Hummels,,93,"191cm | 6'3""",91,4,77,,Bundesliga,64,55,93,Germany,N\A,66,77,72,77,59,,63,,CL,59,64,56,3,87,62,68,87,68,77,55,3,92
128,91,2018-09-19,32 years old,43,88,Med,51,35,FC Bayern München,84,70,11,Med,54,91,35,70,12,Right,Manuel Neuer,88,30,"193cm | 6'4""",54,5,88,91,Bundesliga,15,13,30,Germany,N\A,91,91,25,88,88,,51,88,Normal,88,15,12,1,25,54,77,25,77,91,13,4,92
129,71,2018-09-19,25 years old,90,82,High,71,71,Tottenham Hotspur,92,81,68,High,48,,71,81,94,Right,Harry Kane,,35,"188cm | 6'2""",48,3,84,,Premier League,75,95,35,England,N\A,71,80,88,84,91,,71,,CL,91,75,94,3,86,68,78,86,78,80,95,4,89
130,87,2018-09-19,26 years old,38,88,Med,61,45,Real Madrid,84,44,20,Med,46,87,45,44,13,Left,Thibaut Courtois,91,15,"199cm | 6'6""",46,4,87,74,LaLiga Santander,14,14,15,Belgium,N\A,87,74,36,87,91,,61,88,Normal,91,14,13,1,13,46,68,13,68,74,14,3,96
131,67,2018-09-19,28 years old,75,82,Med,70,71,Real Madrid,89,86,84,Med,74,,71,86,79,Right,Toni Kroos,,81,"183cm | 6'0""",74,4,69,,LaLiga Santander,88,76,81,Germany,N\A,67,89,87,69,82,,70,,Normal,82,88,79,3,54,68,30,54,30,89,76,5,76
132,73,2018-09-19,26 years old,71,93,High,87,90,Real Madrid,79,91,74,Med,62,,90,91,80,Right,Francisco Román Alarcón Suárez,,67,"176cm | 5'9""",62,3,63,,LaLiga Santander,75,86,67,Spain,N\A,73,86,69,63,82,,87,,CL,82,75,80,4,55,76,65,55,65,86,86,3,79
133,77,2018-09-19,31 years old,93,81,High,77,59,Paris Saint-Germain,92,78,77,High,53,,59,78,94,Right,Edinson Cavani,,48,"185cm | 6'1""",53,4,84,,Ligue 1 Conforama,70,90,48,Uruguay,N\A,77,73,88,84,88,,77,,CL,88,70,94,3,90,75,89,90,89,73,90,3,77
134,87,2018-09-19,27 years old,82,89,High,91,80,Atlético Madrid,91,82,76,High,51,,80,82,92,Left,Antoine Griezmann,,35,"176cm | 5'9""",51,4,71,,LaLiga Santander,83,93,35,France,N\A,87,82,80,71,87,,91,,CL,87,83,92,4,85,89,91,85,91,82,93,3,73
135,68,2018-09-19,32 years old,66,64,Med,58,54,Atlético Madrid,85,52,51,High,89,,54,52,48,Right,Diego Godín,,88,"187cm | 6'2""",89,3,84,,LaLiga Santander,55,42,88,Uruguay,N\A,68,65,67,84,48,,58,,Normal,48,55,48,2,92,68,91,92,91,65,42,3,78
136,86,2018-09-19,25 years old,41,89,Med,67,49,Atlético Madrid,86,70,14,Med,43,86,49,70,11,Right,Jan Oblak,92,19,"188cm | 6'2""",43,3,88,78,LaLiga Santander,13,11,19,Slovenia,N\A,86,78,22,88,92,,67,89,Normal,92,13,11,1,15,43,76,15,76,78,11,3,87
137,80,2018-09-19,45 years old,92,80,Low,85,90,Icons,89,82,35,High,88,,90,82,60,Right,Claude Makélélé,,92,"174cm | 5'9""",88,,88,,Icons,71,46,92,France,N\A,80,79,60,88,50,,85,,Icon,50,71,60,3,58,82,85,58,85,79,46,3,70
138,90,2018-09-19,72 years old,78,93,Med,91,88,Icons,89,89,80,Low,57,,88,89,89,Right,George Best,,63,"175cm | 5'9""",57,,70,,Icons,84,93,63,Northern Ireland,N\A,90,83,86,70,90,,91,,Icon,90,84,89,4,86,92,78,86,78,83,93,4,68
139,90,2018-09-19,46 years old,84,91,Med,88,79,Icons,86,88,83,Med,40,,79,88,88,Right,Luís Filipe Madeira Caeiro Figo,,40,"180cm | 5'11""",40,,78,,Icons,90,88,40,Portugal,N\A,90,88,81,78,86,,88,,Icon,86,90,88,4,64,91,72,64,72,88,88,4,75
140,83,2018-09-19,45 years old,81,83,Med,61,68,Icons,88,69,69,Med,40,,68,69,94,Left,Christian Vieri,,39,"185cm | 6'1""",40,,84,,Icons,64,94,39,Italy,N\A,83,74,91,84,91,,61,,Icon,91,64,94,3,93,84,82,93,82,74,94,4,80
141,82,2018-09-19,42 years old,75,82,High,70,68,Icons,93,73,77,Low,38,,68,73,92,Right,Ruud van Nistelrooy,,32,"188cm | 6'2""",38,,80,,Icons,70,94,32,Holland,N\A,82,72,88,80,88,,70,,Icon,88,70,92,3,85,80,76,85,76,72,94,3,80
142,90,2018-09-19,52 years old,83,90,Med,89,83,Icons,88,88,85,Med,48,,83,88,90,Left,Hristo Stoichkov,,47,"178cm | 5'10""",48,,84,,Icons,90,92,47,Bulgaria,N\A,90,87,88,84,90,,89,,Icon,90,90,90,4,80,91,78,80,78,87,92,3,73
143,92,2018-09-19,55 years old,84,91,Med,90,89,Icons,92,90,75,Low,42,,89,90,92,Right,Emilio Butragueño Santos,,45,"168cm | 5'6""",42,,70,,Icons,77,93,45,Spain,N\A,92,81,86,70,88,,90,,Icon,88,77,92,3,87,92,86,87,86,81,93,5,68
144,85,2018-09-19,46 years old,83,90,Med,89,76,Icons,90,87,89,Low,43,,76,87,88,Left,Rivaldo Vítor Borba Ferreira,,35,"186cm | 6'1""",43,,77,,Icons,87,88,35,Brazil,N\A,85,87,93,77,90,,89,,Icon,90,87,88,4,75,84,70,75,70,87,88,2,76
145,76,2018-09-19,43 years old,89,85,Med,72,72,Icons,87,90,89,Med,77,,72,90,84,Right,Juan Sebastián Verón,,83,"186cm | 6'1""",77,,85,,Icons,85,76,83,Argentina,N\A,76,90,95,85,85,,72,,Icon,85,85,84,3,70,77,69,70,69,90,76,4,80
146,87,2018-11-09,27 years old,82,90,High,92,81,Atlético Madrid,92,83,77,High,51,,81,83,93,Left,Antoine Griezmann,,35,"176cm | 5'9""",51,4,71,,LaLiga Santander,84,94,35,France,UCLLIVE,87,83,81,71,88,,92,,UCL LIVE,88,84,93,4,85,89,91,85,91,83,94,3,73
147,85,2018-11-09,30 years old,78,90,High,86,92,Manchester City,90,85,73,Med,29,,92,85,94,Right,Sergio Agüero,,24,"173cm | 5'8""",29,4,75,,Premier League,71,95,24,Argentina,UCLLIVE,85,78,89,75,91,,86,,UCL LIVE,91,71,94,4,76,89,83,76,83,78,95,4,70
148,68,2018-11-14,32 years old,80,92,High,93,90,Manchester City,87,93,76,Med,51,,90,93,90,Left,David Josué Jimenez Silva,,48,"173cm | 5'8""",51,4,62,,Premier League,83,74,48,Spain,TOTW9,68,88,72,62,76,,93,,IF,76,83,90,4,55,71,66,55,66,88,74,2,67
149,77,2018-11-14,31 years old,93,82,High,78,60,Paris Saint-Germain,93,79,78,High,53,,60,79,94,Right,Edinson Cavani,,48,"185cm | 6'1""",53,4,84,,Ligue 1 Conforama,71,90,48,Uruguay,TOTW9,77,74,88,84,88,,78,,IF,88,71,94,3,90,75,89,90,89,74,90,3,77
150,72,2018-11-21,25 years old,90,83,High,72,72,Tottenham Hotspur,93,82,69,High,48,,72,82,94,Right,Harry Kane,,35,"188cm | 6'2""",48,3,84,,Premier League,76,95,35,England,TOTW10,72,81,88,84,91,,72,,IF,91,76,94,3,86,69,78,86,78,81,95,4,89
151,80,2018-09-19,38 years old,75,90,Med,85,84,Icons,91,91,88,Low,38,,84,91,88,Right,de Assis Moreira Ronaldo,,25,"180cm | 5'11""",38,,77,,Icons,89,85,25,Brazil,N\A,80,88,83,77,85,,85,,Icon,85,89,88,5,50,81,72,50,72,88,85,4,79
152,82,2018-09-19,54 years old,75,90,Med,83,79,Icons,87,94,78,Med,36,,79,94,87,Right,Michael Laudrup,,36,"183cm | 6'0""",36,,62,,Icons,92,78,36,Denmark,N\A,82,89,73,62,77,,83,,Icon,77,92,87,4,67,83,60,67,60,89,78,4,78
153,83,2018-09-19,54 years old,77,86,Med,87,71,Icons,90,75,74,Med,35,,71,75,92,Right,Marco van Basten,,43,"188cm | 6'2""",35,,76,,Icons,72,94,43,Holland,N\A,83,72,90,76,91,,87,,Icon,91,72,92,3,85,81,84,85,84,72,94,4,77
154,87,2018-09-19,48 years old,37,90,Med,56,48,Icons,85,71,10,Med,50,87,48,71,11,Right,Edwin van der Sar,86,22,"197cm | 6'6""",50,,89,83,Icons,13,7,22,Holland,N\A,87,83,27,89,86,,56,90,Icon,86,13,11,1,11,50,76,11,76,83,7,3,83
155,91,2018-09-19,89 years old,50,92,Med,83,68,Icons,87,75,26,Med,69,91,68,75,32,Right,Lev Yashin,86,39,"189cm | 6'2""",69,,89,72,Icons,29,11,39,Russia,N\A,91,72,32,89,86,,83,92,Icon,86,29,32,1,16,69,91,16,91,72,11,3,82
156,85,2018-09-19,53 years old,82,89,Med,88,85,Icons,86,88,92,Low,40,,85,88,87,Left,Gheorghe Hagi,,40,"172cm | 5'8""",40,,65,,Icons,88,82,40,Romania,N\A,85,89,94,65,87,,88,,Icon,87,88,87,4,54,86,76,54,76,89,82,4,68
157,79,2018-09-19,53 years old,90,79,Med,74,72,Icons,85,58,70,High,90,,72,58,64,Right,Laurent Blanc,,88,"192cm | 6'4""",90,,85,,Icons,56,66,88,France,N\A,79,70,76,85,68,,74,,Icon,68,56,64,2,84,78,79,84,79,70,66,3,82
158,84,2018-09-19,48 years old,87,78,High,74,71,Icons,83,73,83,Med,48,,71,73,89,Right,Alan Shearer,,40,"182cm | 6'0""",48,,84,,Icons,77,92,40,England,N\A,84,75,90,84,90,,74,,Icon,90,77,89,2,91,85,89,91,89,75,92,3,76
159,69,2018-09-19,34 years old,61,60,Med,54,55,Juventus,82,50,31,High,91,,55,50,28,Left,Giorgio Chiellini,,88,"187cm | 6'2""",91,4,82,,Serie A TIM,58,33,88,Italy,N\A,69,56,78,82,46,,54,,Normal,46,58,28,2,84,65,89,84,89,56,33,2,85
160,85,2018-09-19,25 years old,80,91,High,91,85,Juventus,86,87,88,Med,28,,85,87,84,Left,Paulo Dybala,,32,"177cm | 5'10""",28,3,66,,Serie A TIM,82,84,32,Argentina,N\A,85,84,82,66,85,,91,,Normal,85,82,84,4,68,87,75,68,75,84,84,3,75
161,76,2018-09-19,25 years old,91,86,High,74,64,Manchester United,81,88,82,Low,70,,64,88,83,Right,Paul Pogba,,68,"191cm | 6'3""",70,4,88,,Premier League,80,73,68,France,N\A,76,87,91,88,80,,74,,CL,80,80,83,5,74,71,85,74,85,87,73,4,84
162,84,2018-09-19,30 years old,76,89,High,86,91,Manchester City,89,83,72,Med,28,,91,83,92,Right,Sergio Agüero,,24,"173cm | 5'8""",28,4,73,,Premier League,70,93,24,Argentina,N\A,84,76,88,73,89,,86,,Normal,89,70,92,4,74,88,81,74,81,76,93,4,70
163,66,2018-09-19,32 years old,78,91,High,92,90,Manchester City,87,92,76,Med,50,,90,92,88,Left,David Josué Jimenez Silva,,48,"173cm | 5'8""",50,4,60,,Premier League,83,73,48,Spain,N\A,66,87,71,60,74,,92,,Normal,74,83,88,4,54,69,64,54,64,87,73,2,67
164,44,2018-09-19,30 years old,87,79,Med,66,52,FC Barcelona,86,87,68,Med,86,,52,87,78,Right,Sergio Busquets Burgos,,88,"189cm | 6'2""",86,4,81,,LaLiga Santander,62,68,88,Spain,N\A,44,80,61,81,63,,66,,CL,63,62,78,3,68,42,66,68,66,80,68,3,76
165,82,2018-09-19,26 years old,80,92,High,93,94,FC Barcelona,83,91,87,High,46,,94,91,85,Right,Philippe Coutinho Correia,,30,"172cm | 5'8""",46,3,65,,LaLiga Santander,79,77,30,Brazil,N\A,82,87,84,65,82,,93,,CL,82,79,85,5,49,90,59,49,59,87,77,4,68
166,87,2018-09-19,26 years old,35,90,Med,37,43,FC Barcelona,85,69,12,Med,38,87,43,69,11,Right,Marc-André ter Stegen,85,22,"187cm | 6'2""",38,3,85,88,LaLiga Santander,15,14,22,Germany,N\A,87,88,22,85,85,,37,90,Normal,85,15,11,1,11,38,79,11,79,88,14,4,85
167,80,2018-09-19,27 years old,96,81,Med,82,92,Chelsea,93,79,49,High,87,,92,79,71,Right,N'Golo Kanté,,92,"168cm | 5'6""",87,3,84,,Premier League,68,65,92,France,N\A,80,77,71,84,66,,82,,Normal,66,68,71,2,54,82,77,54,77,77,65,3,68
168,65,2018-09-19,29 years old,66,73,High,63,60,FC Bayern München,88,79,53,Med,90,,60,79,56,Right,Mats Hummels,,92,"191cm | 6'3""",90,4,76,,Bundesliga,64,55,92,Germany,N\A,65,76,71,76,58,,63,,Normal,58,64,56,3,87,62,68,87,68,76,55,3,92
169,73,2018-09-19,27 years old,71,87,Med,83,76,FC Bayern München,85,90,86,Med,51,,76,90,80,Left,James Rodríguez,,56,"181cm | 5'11""",51,4,68,,Bundesliga,91,83,56,Colombia,N\A,73,89,87,68,87,,83,,CL,87,91,80,4,63,76,54,63,54,89,83,3,78
170,93,2018-09-19,26 years old,85,90,High,92,88,Liverpool,92,83,60,Med,46,,88,83,91,Left,Mohamed Salah,,56,"175cm | 5'9""",46,3,73,,Premier League,78,91,56,Egypt,N\A,93,80,77,73,85,,92,,CL,85,78,91,4,60,95,68,60,68,80,91,3,71
171,75,2018-09-19,26 years old,93,87,High,79,81,Tottenham Hotspur,89,92,87,Med,54,,81,92,84,Right,Christian Eriksen,,57,"181cm | 5'11""",54,3,65,,Premier League,88,80,57,Denmark,N\A,75,90,85,65,83,,79,,CL,83,88,84,4,52,76,50,52,50,90,80,5,76
172,70,2018-09-19,25 years old,89,81,High,71,71,Tottenham Hotspur,91,80,68,High,47,,71,80,93,Right,Harry Kane,,35,"188cm | 6'2""",47,3,83,,Premier League,75,94,35,England,N\A,70,79,88,83,90,,71,,Normal,90,75,93,3,85,68,78,85,78,79,94,4,89
173,89,2018-09-19,31 years old,41,93,Med,55,54,Tottenham Hotspur,85,30,10,Med,66,89,54,30,10,Left,Hugo Lloris,85,27,"188cm | 6'2""",66,4,84,69,Premier League,13,10,27,France,N\A,89,69,23,84,85,,55,93,CL,85,13,10,1,10,66,74,10,74,69,10,1,82
174,72,2018-09-19,26 years old,70,92,High,87,90,Real Madrid,79,90,74,Med,61,,90,90,80,Right,Francisco Román Alarcón Suárez,,66,"176cm | 5'9""",61,3,62,,LaLiga Santander,75,85,66,Spain,N\A,72,85,69,62,81,,87,,Normal,81,75,80,4,55,75,64,55,64,85,85,3,79
175,83,2018-09-19,30 years old,92,91,High,86,86,Real Madrid,88,82,67,Low,82,,86,82,86,Left,Marcelo Vieira da Silva,,86,"174cm | 5'9""",82,4,83,,LaLiga Santander,91,67,86,Brazil,N\A,83,84,84,83,72,,86,,CL,72,91,86,5,75,84,76,75,76,84,67,4,80
176,63,2018-09-19,26 years old,87,73,Med,62,66,Real Madrid,85,78,74,High,88,,66,78,70,Right,Carlos Henrique Venancio Casimiro,,88,"185cm | 6'1""",88,3,89,,LaLiga Santander,52,59,88,Brazil,N\A,63,76,87,89,70,,62,,CL,70,52,70,2,76,59,89,76,89,76,59,3,84
177,96,2018-09-19,29 years old,75,86,High,82,65,Real Madrid,86,79,88,Med,59,,65,79,85,Left,Gareth Bale,,60,"185cm | 6'1""",59,4,77,,LaLiga Santander,88,86,60,Wales,N\A,96,85,93,77,89,,82,,CL,89,88,85,4,85,94,88,85,88,85,86,3,81
178,91,2018-09-19,27 years old,76,92,High,95,94,Napoli,83,88,77,Med,37,,94,88,84,Right,Lorenzo Insigne,,26,"163cm | 5'4""",37,3,51,,Serie A TIM,87,75,26,Italy,N\A,91,85,75,51,77,,95,,CL,77,87,84,4,57,95,54,57,54,85,75,3,59
179,72,2018-09-19,34 years old,74,71,High,68,68,Paris Saint-Germain,83,72,64,High,89,,68,72,60,Right,Thiago Emiliano da Silva,,90,"183cm | 6'0""",89,4,80,,Ligue 1 Conforama,60,38,90,Brazil,N\A,72,74,72,80,55,,68,,CL,55,60,60,2,81,70,91,81,91,74,38,3,82
180,76,2018-09-19,31 years old,92,80,High,77,59,Paris Saint-Germain,91,77,76,High,52,,59,77,93,Right,Edinson Cavani,,48,"185cm | 6'1""",52,4,83,,Ligue 1 Conforama,70,89,48,Uruguay,N\A,76,72,87,83,87,,77,,Normal,87,70,93,3,89,75,88,89,88,72,89,3,77
181,89,2018-09-19,40 years old,39,84,Med,55,49,Paris Saint-Germain,79,50,13,Med,50,89,49,50,12,Right,Gianluigi Buffon,88,28,"192cm | 6'4""",50,4,91,75,Ligue 1 Conforama,13,15,28,Italy,N\A,89,75,39,91,88,,55,84,CL,88,13,12,1,13,50,75,13,75,75,15,2,92
182,86,2018-09-19,27 years old,81,88,High,90,80,Atlético Madrid,90,81,76,High,50,,80,81,91,Left,Antoine Griezmann,,35,"176cm | 5'9""",50,4,70,,LaLiga Santander,82,92,35,France,N\A,86,81,80,70,86,,90,,Normal,86,82,91,4,84,88,90,84,90,81,92,3,73
183,95,2018-09-19,76 years old,94,90,High,95,93,Icons,92,84,81,Med,43,,93,84,91,Right,Eusébio da Silva Ferreira,,37,"175cm | 5'9""",43,,78,,Icons,83,92,37,Portugal,N\A,95,83,92,78,91,,95,,Icon,91,83,91,4,86,94,89,86,89,83,92,5,76
