NAME,CLUB,LEAGUE,POSITION,TIER,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL,LOADDATE
Rio Ferdinand,Icons,Icons,CB,Gold,88,86,86,78,88,45,72,2019-11-25 22:25:41
Marcel Desailly,Icons,Icons,CDM,Gold,88,74,83,88,83,75,82,2019-11-25 22:25:41
Christian Vieri,Icons,Icons,ST,Gold,88,82,85,87,86,70,85,2019-11-25 22:25:41
Hidetoshi Nakata,Icons,Icons,CAM,Gold,88,89,85,82,91,36,54,2019-11-25 22:25:41
Franco Baresi,Icons,Icons,CB,Gold,88,77,84,81,87,41,78,2019-11-25 22:25:41
Raúl,Icons,Icons,CF,Gold,88,70,79,91,90,66,64,2019-11-25 22:25:41
Juan Sebastián Verón,Icons,Icons,CM,Gold,88,77,86,86,79,87,83,2019-11-25 22:25:41
Clarence Seedorf,Icons,Icons,CM,Gold,88,90,81,86,79,83,85,2019-11-25 22:25:41
Dries Mertens,Napoli,Italy Serie A,ST,Gold,88,75,86,72,79,55,83,2019-11-25 22:25:41
Karim Benzema,Real Madrid,Spain Primera Division,ST,Gold,88,74,81,86,85,66,86,2019-11-25 22:25:41
Andrea Pirlo,Icons,Icons,CM,Gold,88,93,79,78,89,45,57,2019-11-25 22:25:41
Ronald Koeman,Icons,Icons,CB,Gold,88,45,80,90,81,70,69,2019-11-25 22:25:41
Roberto Carlos,Icons,Icons,LB,Gold,88,65,74,88,89,52,57,2019-11-25 22:25:41
Edinson Cavani,Paris Saint-Germain,France Ligue 1,ST,Gold,88,56,61,72,69,88,80,2019-11-25 22:25:41
Paul Pogba,Manchester United,England Premier League,CM,Gold,88,73,81,90,84,53,63,2019-11-25 22:25:41
Raheem Sterling,Manchester City,England Premier League,RW,Gold,88,94,83,77,88,44,74,2019-11-25 22:25:41
Toni Kroos,Real Madrid,Spain Primera Division,CM,Gold,88,94,85,75,80,37,69,2019-11-25 22:25:41
David Silva,Manchester City,England Premier League,CAM,Gold,88,60,48,64,63,89,83,2019-11-25 22:25:41
Piqué,FC Barcelona,Spain Primera Division,CB,Gold,88,85,88,84,87,45,66,2019-11-25 22:25:41
Christian Eriksen,Tottenham Hotspur,England Premier League,CAM,Gold,88,83,82,84,90,43,64,2019-11-25 22:25:41
Sadio Mané,Liverpool,England Premier League,LW,Gold,88,91,86,80,88,46,73,2019-11-25 22:25:41
Pierre-Emerick Aubame...,Arsenal,England Premier League,ST,Gold,88,84,82,88,89,47,65,2019-11-25 22:25:41
Diego Godín,Inter,Italy Serie A,CB,Gold,88,82,86,65,82,40,78,2019-11-25 22:25:41
Marco Reus,Borussia Dortmund,Germany 1. Bundesliga,CAM,Gold,88,77,42,74,73,87,78,2019-11-25 22:25:41
Paulo Dybala,Piemonte Calcio,Italy Serie A,CAM,Gold,88,91,85,84,88,46,65,2019-11-25 22:25:41
Serge Gnabry,Bayern München,Germany 1. Bundesliga,RM,Gold,87,75,65,84,77,86,82,2019-11-25 22:25:41
Juan Mata,Manchester United,England Premier League,CAM,Gold,87,42,82,90,80,71,70,2019-11-25 22:25:41
Ciro Immobile,Lazio,Italy Serie A,ST,Gold,87,82,82,88,86,26,60,2019-11-25 22:25:41
Marquinhos,Paris Saint-Germain,France Ligue 1,CB,Gold,87,86,86,87,87,37,68,2019-11-25 22:25:41
Matteo Politano,Inter,Italy Serie A,RM,Gold,87,85,82,85,88,49,69,2019-11-25 22:25:41
Javier Mascherano,Hebei China Fortune,China Super League,CDM,Gold,87,42,82,90,80,71,70,2019-11-25 22:25:41
Ángel Di María,Paris Saint-Germain,France Ligue 1,RW,Gold,87,83,86,73,85,48,75,2019-11-25 22:25:41
Parejo,Valencia CF,Spain Primera Division,CM,Gold,87,74,83,81,84,81,87,2019-11-25 22:25:41
Mesut Özil,Arsenal,England Premier League,CAM,Gold,87,69,71,88,86,76,68,2019-11-25 22:25:41
Iago Aspas,RC Celta de Vigo,Spain Primera Division,ST,Gold,87,69,71,88,86,76,68,2019-11-25 22:25:41
Ángel Di María,Paris Saint-Germain,France Ligue 1,RW,Gold,87,81,87,65,82,40,77,2019-11-25 22:25:41
Parejo,Valencia CF,Spain Primera Division,CM,Gold,87,66,61,86,91,81,67,2019-11-25 22:25:41
Edin Džeko,Roma,Italy Serie A,ST,Gold,87,81,87,65,82,40,77,2019-11-25 22:25:41
Dele Alli,Tottenham Hotspur,England Premier League,CAM,Gold,87,66,61,86,91,81,67,2019-11-25 22:25:41
Miralem Pjanić,Piemonte Calcio,Italy Serie A,CM,Gold,87,82,62,80,80,88,83,2019-11-25 22:25:41
Miralem Pjanić,Piemonte Calcio,Italy Serie A,CM,Gold,87,90,69,81,83,79,73,2019-11-25 22:25:41
Ciro Immobile,Lazio,Italy Serie A,ST,Gold,87,69,74,85,90,69,63,2019-11-25 22:25:41
Marco Verratti,Paris Saint-Germain,France Ligue 1,CM,Gold,87,51,58,76,73,89,76,2019-11-25 22:25:41
Ciro Immobile,Lazio,Italy Serie A,ST,Gold,87,66,74,79,79,84,79,2019-11-25 22:25:41
Marco Verratti,Paris Saint-Germain,France Ligue 1,CM,Gold,87,64,50,71,69,88,82,2019-11-25 22:25:41
Carlos Alberto,Icons,Icons,CB,Gold,87,81,76,83,92,51,67,2019-11-25 22:25:41
Jordi Alba,FC Barcelona,Spain Primera Division,LB,Gold,87,88,83,80,90,35,53,2019-11-25 22:25:41
Thiago,Bayern München,Germany 1. Bundesliga,CM,Gold,87,89,79,85,91,35,47,2019-11-25 22:25:41
Mats Hummels,Borussia Dortmund,Germany 1. Bundesliga,CB,Gold,87,62,54,72,73,87,78,2019-11-25 22:25:41
Fernandinho,Manchester City,England Premier League,CDM,Gold,87,76,82,80,86,39,77,2019-11-25 22:25:41
Aymeric Laporte,Manchester City,England Premier League,CB,Gold,87,62,72,75,72,85,89,2019-11-25 22:25:41
Bernardo Silva,Manchester City,England Premier League,RW,Gold,87,63,63,74,73,87,79,2019-11-25 22:25:41
Dries Mertens,Napoli,Italy Serie A,CF,Gold,87,64,55,72,67,88,79,2019-11-25 22:25:41
Lorenzo Insigne,Napoli,Italy Serie A,CF,Gold,87,88,86,80,87,42,68,2019-11-25 22:25:41
Thiago Silva,Paris Saint-Germain,France Ligue 1,CB,Gold,87,80,82,86,91,53,65,2019-11-25 22:25:41
Karim Benzema,Real Madrid,Spain Primera Division,CF,Gold,87,80,82,86,91,53,65,2019-11-25 22:25:41
Casemiro,Real Madrid,Spain Primera Division,CDM,Gold,87,88,59,82,80,83,80,2019-11-25 22:25:41
Jan Vertonghen,Tottenham Hotspur,England Premier League,CB,Gold,87,76,88,76,76,53,84,2019-11-25 22:25:41
Toby Alderweireld,Tottenham Hotspur,England Premier League,CB,Gold,87,90,86,75,89,40,64,2019-11-25 22:25:41
Heung Min Son,Tottenham Hotspur,England Premier League,CF,Gold,87,82,42,60,68,90,81,2019-11-25 22:25:41
Coutinho,Bayern München,Germany 1. Bundesliga,CAM,Gold,87,93,82,79,87,43,68,2019-11-25 22:25:41
Coutinho,Bayern München,Germany 1. Bundesliga,LW,Gold,87,68,83,90,78,66,76,2019-11-25 22:25:41
Javier Zanetti,Icons,Icons,LB,Gold,87,91,78,84,87,40,60,2019-11-25 22:25:41
Alan Shearer,Icons,Icons,ST,Gold,87,87,88,85,87,44,81,2019-11-25 22:25:41
Emilio Butragueño,Icons,Icons,ST,Gold,87,74,62,68,70,87,90,2019-11-25 22:25:41
Fabio Cannavaro,Icons,Icons,CB,Gold,87,80,86,87,87,47,82,2019-11-25 22:25:41
Thierry Henry,Icons,Icons,LW,Gold,87,82,44,58,55,87,87,2019-11-25 22:25:41
Paul Scholes,Icons,Icons,CM,Gold,87,83,79,84,91,41,58,2019-11-25 22:25:41
Ryan Giggs,Icons,Icons,LM,Gold,87,85,84,77,82,44,71,2019-11-25 22:25:41
Hristo Stoichkov,Icons,Icons,ST,Gold,87,81,88,67,82,35,67,2019-11-25 22:25:41
Gennaro Gattuso,Icons,Icons,CDM,Gold,87,91,86,73,87,47,68,2019-11-25 22:25:41
Sócrates,Icons,Icons,CAM,Gold,87,84,47,61,61,85,87,2019-11-25 22:25:41
Sol Campbell,Icons,Icons,CB,Gold,87,80,77,87,87,45,63,2019-11-25 22:25:41
Jay-Jay Okocha,Icons,Icons,RM,Gold,87,70,60,78,73,90,83,2019-11-25 22:25:41
Henrik Larsson,Icons,Icons,ST,Gold,87,78,47,77,77,86,85,2019-11-25 22:25:41
Filippo Inzaghi,Icons,Icons,ST,Gold,87,84,88,70,81,40,75,2019-11-25 22:25:41
Luis Hernández,Icons,Icons,ST,Gold,87,86,87,85,88,42,76,2019-11-25 22:25:41
Marcel Desailly,Icons,Icons,CB,Gold,87,77,85,73,78,41,70,2019-11-25 22:25:41
Deco,Icons,Icons,CAM,Gold,87,88,88,84,89,40,70,2019-11-25 22:25:41
Hernán Crespo,Icons,Icons,ST,Gold,87,76,85,85,87,39,73,2019-11-25 22:25:41
Bobby Moore,Icons,Icons,CB,Gold,87,87,70,82,82,86,85,2019-11-25 22:25:41
Claude Makélélé,Icons,Icons,CDM,Gold,87,78,65,82,79,85,78,2019-11-25 22:25:41
Gary Lineker,Icons,Icons,ST,Gold,87,85,89,69,82,40,75,2019-11-25 22:25:41
Rivaldo,Icons,Icons,CAM,Gold,87,86,88,70,83,41,79,2019-11-25 22:25:41
Miroslav Klose,Icons,Icons,ST,Gold,87,87,88,74,88,40,70,2019-11-25 22:25:41
Alessandro Del Piero,Icons,Icons,CF,Gold,87,88,87,71,80,43,86,2019-11-25 22:25:41
Dennis Bergkamp,Icons,Icons,CF,Gold,87,88,88,78,85,43,70,2019-11-25 22:25:41
Gianluca Zambrotta,Icons,Icons,LB,Gold,87,88,83,82,87,40,82,2019-11-25 22:25:41
Guardiola,Icons,Icons,CDM,Gold,87,77,71,80,80,86,85,2019-11-25 22:25:41
Ian Wright,Icons,Icons,ST,Gold,87,88,80,83,90,41,67,2019-11-25 22:25:41
Ian Rush,Icons,Icons,ST,Gold,87,88,87,85,90,41,64,2019-11-25 22:25:41
Kenny Dalglish,Icons,Icons,ST,Gold,87,64,50,71,69,88,82,2019-11-25 22:25:41
Didier Drogba,Icons,Icons,ST,Gold,87,88,83,80,90,35,53,2019-11-25 22:25:41
Hugo Sánchez,Icons,Icons,ST,Gold,87,62,72,75,72,85,89,2019-11-25 22:25:41
John Barnes,Icons,Icons,LW,Gold,87,76,82,80,86,39,77,2019-11-25 22:25:41
Michaël Essien,Icons,Icons,CDM,Gold,87,81,76,83,92,51,67,2019-11-25 22:25:41
Kaká,Icons,Icons,CAM,Gold,87,63,63,74,73,87,79,2019-11-25 22:25:41
Gianfranco Zola,Icons,Icons,CF,Gold,87,51,58,76,73,89,76,2019-11-25 22:25:41
Aymeric Laporte,Manchester City,England Premier League,CB,Gold,87,64,55,72,67,88,79,2019-11-25 22:25:41
Dries Mertens,Napoli,Italy Serie A,CF,Gold,87,62,54,72,73,87,78,2019-11-25 22:25:41
Casemiro,Real Madrid,Spain Primera Division,CDM,Gold,87,90,69,81,83,79,73,2019-11-25 22:25:41
Karim Benzema,Real Madrid,Spain Primera Division,CF,Gold,87,66,74,79,79,84,79,2019-11-25 22:25:41
Bernardo Silva,Manchester City,England Premier League,RW,Gold,87,88,86,80,87,42,68,2019-11-25 22:25:41
Jan Vertonghen,Tottenham Hotspur,England Premier League,CB,Gold,87,69,74,85,90,69,63,2019-11-25 22:25:41
Mats Hummels,Borussia Dortmund,Germany 1. Bundesliga,CB,Gold,87,89,79,85,91,35,47,2019-11-25 22:25:41
Toby Alderweireld,Tottenham Hotspur,England Premier League,CB,Gold,87,81,85,73,83,50,74,2019-11-25 22:25:41
Thiago Silva,Paris Saint-Germain,France Ligue 1,CB,Gold,87,86,63,79,80,82,76,2019-11-25 22:25:41
Jordi Alba,FC Barcelona,Spain Primera Division,LB,Gold,87,75,84,82,86,86,85,2019-11-25 22:25:41
Fernandinho,Manchester City,England Premier League,CDM,Gold,87,87,75,86,83,82,78,2019-11-25 22:25:41
Heung Min Son,Tottenham Hotspur,England Premier League,CF,Gold,87,81,85,73,83,50,74,2019-11-25 22:25:41
Thiago,Bayern München,Germany 1. Bundesliga,CM,Gold,87,91,80,82,88,40,56,2019-11-25 22:25:41
Lorenzo Insigne,Napoli,Italy Serie A,CF,Gold,87,92,88,84,83,59,78,2019-11-25 22:25:41
Gerard Moreno,Villarreal CF,Spain Primera Division,RW,Gold,86,88,83,84,85,35,80,2019-11-25 22:25:41
Andrew Robertson,Liverpool,England Premier League,LB,Gold,86,83,81,82,83,77,81,2019-11-25 22:25:41
Radja Nainggolan,Cagliari,Italy Serie A,CAM,Gold,86,86,86,76,86,34,75,2019-11-25 22:25:41
Alex Telles,FC Porto,Portugal Liga NOS,LB,Gold,86,86,63,79,80,82,76,2019-11-25 22:25:41
Gerard Moreno,Villarreal CF,Spain Primera Division,RW,Gold,86,75,84,82,86,86,85,2019-11-25 22:25:41
Alejandro Gómez,Atalanta,Italy Serie A,CAM,Gold,86,87,75,86,83,82,78,2019-11-25 22:25:41
Gareth Bale,Real Madrid,Spain Primera Division,RW,Gold,86,97,80,78,89,50,65,2019-11-25 22:25:41
Memphis Depay,Olympique Lyonnais,France Ligue 1,CF,Gold,86,80,75,80,80,82,82,2019-11-25 22:25:41
Leon Goretzka,Bayern München,Germany 1. Bundesliga,CM,Gold,86,89,77,79,91,39,63,2019-11-25 22:25:41
Karl Toko-Ekambi,Villarreal CF,Spain Primera Division,ST,Gold,86,94,83,83,88,39,60,2019-11-25 22:25:41
Andrew Robertson,Liverpool,England Premier League,LB,Gold,86,93,80,80,88,31,63,2019-11-25 22:25:41
Radja Nainggolan,Cagliari,Italy Serie A,CAM,Gold,86,77,74,79,85,86,85,2019-11-25 22:25:41
Alex Telles,FC Porto,Portugal Liga NOS,LB,Gold,86,92,85,69,80,60,79,2019-11-25 22:25:41
Gelson Martins,AS Monaco,France Ligue 1,RM,Gold,86,92,67,78,79,83,83,2019-11-25 22:25:41
Danilo,Piemonte Calcio,Italy Serie A,RB,Gold,86,68,61,67,70,85,85,2019-11-25 22:25:41
Riyad Mahrez,Manchester City,England Premier League,RW,Gold,86,81,76,88,85,51,67,2019-11-25 22:25:41
Jadon Sancho,Borussia Dortmund,Germany 1. Bundesliga,RM,Gold,86,73,78,88,86,51,61,2019-11-25 22:25:41
Ousmane Dembélé,FC Barcelona,Spain Primera Division,RW,Gold,86,77,84,74,73,36,85,2019-11-25 22:25:41
Kingsley Coman,Bayern München,Germany 1. Bundesliga,LM,Gold,86,92,67,78,79,83,83,2019-11-25 22:25:41
Allan,Napoli,Italy Serie A,CM,Gold,86,68,61,67,70,85,85,2019-11-25 22:25:41
Jamie Vardy,Leicester City,England Premier League,ST,Gold,86,81,76,88,85,51,67,2019-11-25 22:25:41
Kyle Walker,Manchester City,England Premier League,RB,Gold,86,73,78,88,86,51,61,2019-11-25 22:25:41
Matthijs de Ligt,Piemonte Calcio,Italy Serie A,CB,Gold,86,77,84,74,73,36,85,2019-11-25 22:25:41
Hakim Ziyech,Ajax,Holland Eredivisie,CAM,Gold,86,69,70,79,79,87,84,2019-11-25 22:25:41
Luis Alberto,Lazio,Italy Serie A,CM,Gold,86,71,80,81,82,79,79,2019-11-25 22:25:41
Romelu Lukaku,Inter,Italy Serie A,ST,Gold,86,72,87,86,86,45,69,2019-11-25 22:25:41
Kyle Walker,Manchester City,England Premier League,RB,Gold,86,69,70,79,79,87,84,2019-11-25 22:25:41
Matthijs de Ligt,Piemonte Calcio,Italy Serie A,CB,Gold,86,71,80,81,82,79,79,2019-11-25 22:25:41
Hakim Ziyech,Ajax,Holland Eredivisie,CAM,Gold,86,72,87,86,86,45,69,2019-11-25 22:25:41
Luis Alberto,Lazio,Italy Serie A,CM,Gold,86,83,86,85,89,29,58,2019-11-25 22:25:41
Romelu Lukaku,Inter,Italy Serie A,ST,Gold,86,79,81,83,88,71,79,2019-11-25 22:25:41
Fabinho,Liverpool,England Premier League,CDM,Gold,86,85,80,84,84,40,82,2019-11-25 22:25:41
Saúl,Atlético de Madrid,Spain Primera Division,CM,Gold,86,87,81,76,87,45,80,2019-11-25 22:25:41
Josip Iličić,Atalanta,Italy Serie A,ST,Gold,86,62,81,86,81,74,70,2019-11-25 22:25:41
Fabinho,Liverpool,England Premier League,CDM,Gold,86,88,87,86,82,49,88,2019-11-25 22:25:41
Saúl,Atlético de Madrid,Spain Primera Division,CM,Gold,86,70,80,84,80,80,80,2019-11-25 22:25:41
Josip Iličić,Atalanta,Italy Serie A,ST,Gold,86,75,84,79,77,81,88,2019-11-25 22:25:41
Sebastian Giovinco,Al Hilal,Saudi Dawry Jameel League,CF,Gold,86,81,42,82,68,87,81,2019-11-25 22:25:41
Julian Draxler,Paris Saint-Germain,France Ligue 1,CAM,Gold,86,90,76,83,88,52,55,2019-11-25 22:25:41
Dimitri Payet,Olympique de Marseille,France Ligue 1,CAM,Gold,86,79,76,80,86,79,80,2019-11-25 22:25:41
Kévin Gameiro,Valencia CF,Spain Primera Division,ST,Gold,86,68,77,86,86,74,73,2019-11-25 22:25:41
Ivan Rakitić,FC Barcelona,Spain Primera Division,CM,Gold,86,79,76,80,86,79,80,2019-11-25 22:25:41
Hulk,Shanghai SIPG,China Super League,RM,Gold,86,68,77,86,86,74,73,2019-11-25 22:25:41
James Milner,Liverpool,England Premier League,CM,Gold,86,90,80,83,87,40,56,2019-11-25 22:25:41
William Carvalho,Real Betis Balompié,Spain Primera Division,CDM,Gold,86,83,87,82,88,34,70,2019-11-25 22:25:41
Alessio Romagnoli,Milan,Italy Serie A,CB,Gold,86,83,74,83,83,86,84,2019-11-25 22:25:41
Amine Harit,FC Schalke 04,Germany 1. Bundesliga,CAM,Gold,86,90,80,83,87,40,56,2019-11-25 22:25:41
Georginio Wijnaldum,Liverpool,England Premier League,CM,Gold,86,86,81,82,90,40,61,2019-11-25 22:25:41
İlkay Gündoğan,Manchester City,England Premier League,CM,Gold,86,86,81,82,85,46,67,2019-11-25 22:25:41
Georginio Wijnaldum,Liverpool,England Premier League,CM,Gold,86,69,63,69,70,86,82,2019-11-25 22:25:41
İlkay Gündoğan,Manchester City,England Premier League,CM,Gold,86,79,80,84,90,52,64,2019-11-25 22:25:41
Alejandro Gómez,Atalanta,Italy Serie A,CAM,Gold,86,72,83,79,78,55,71,2019-11-25 22:25:41
Carlos Vela,Los Angeles FC,USA Major League Soccer,ST,Gold,86,72,69,86,84,79,78,2019-11-25 22:25:41
Łukasz Piszczek,Borussia Dortmund,Germany 1. Bundesliga,RB,Gold,86,69,41,59,66,87,82,2019-11-25 22:25:41
Alejandro Gómez,Atalanta,Italy Serie A,CAM,Gold,86,68,68,87,85,75,67,2019-11-25 22:25:41
Riyad Mahrez,Manchester City,England Premier League,RW,Gold,86,77,82,80,87,61,78,2019-11-25 22:25:41
Kai Havertz,Bayer 04 Leverkusen,Germany 1. Bundesliga,CAM,Gold,86,95,81,79,86,38,70,2019-11-25 22:25:41
Samuel Umtiti,FC Barcelona,Spain Primera Division,CB,Gold,86,84,79,84,87,48,68,2019-11-25 22:25:41
Coutinho,Bayern München,Germany 1. Bundesliga,LW,Gold,86,74,41,73,71,86,77,2019-11-25 22:25:41
Thomas Müller,Bayern München,Germany 1. Bundesliga,CAM,Gold,86,71,77,83,90,59,60,2019-11-25 22:25:41
Joshua Kimmich,Bayern München,Germany 1. Bundesliga,RB,Gold,86,41,80,88,79,70,69,2019-11-25 22:25:41
Milan Škriniar,Inter,Italy Serie A,CB,Gold,86,93,85,72,85,29,79,2019-11-25 22:25:41
Miralem Pjanić,Piemonte Calcio,Italy Serie A,CM,Gold,86,80,66,86,89,77,77,2019-11-25 22:25:41
Leonardo Bonucci,Piemonte Calcio,Italy Serie A,CB,Gold,86,77,84,74,73,36,85,2019-11-25 22:25:41
Roberto Firmino,Liverpool,England Premier League,CF,Gold,86,68,61,67,70,85,85,2019-11-25 22:25:41
Leroy Sané,Manchester City,England Premier League,LW,Gold,86,81,75,80,79,86,89,2019-11-25 22:25:41
Ángel Di María,Paris Saint-Germain,France Ligue 1,RW,Gold,86,90,82,84,87,46,77,2019-11-25 22:25:41
Marquinhos,Paris Saint-Germain,France Ligue 1,CB,Gold,86,88,90,67,85,32,71,2019-11-25 22:25:41
Isco,Real Madrid,Spain Primera Division,CAM,Gold,86,76,45,68,58,88,89,2019-11-25 22:25:41
Parejo,Valencia CF,Spain Primera Division,CM,Gold,86,77,85,80,86,50,71,2019-11-25 22:25:41
Josef Martínez,Atlanta United FC,USA Major League Soccer,ST,Gold,86,75,86,85,82,70,76,2019-11-25 22:25:41
Frenkie de Jong,FC Barcelona,Spain Primera Division,CM,Gold,86,80,80,86,82,83,78,2019-11-25 22:25:41
Romelu Lukaku,Inter,Italy Serie A,ST,Gold,86,72,86,86,78,80,83,2019-11-25 22:25:41
Matthijs de Ligt,Piemonte Calcio,Italy Serie A,CB,Gold,86,70,85,88,78,80,81,2019-11-25 22:25:41
Patrick Vieira,Icons,Icons,CM,Gold,86,84,86,66,77,40,75,2019-11-25 22:25:41
Pavel Nedvěd,Icons,Icons,LM,Gold,86,66,70,81,77,88,87,2019-11-25 22:25:41
Andriy Shevchenko,Icons,Icons,ST,Gold,86,70,67,77,75,86,81,2019-11-25 22:25:41
Carles Puyol,Icons,Icons,RB,Gold,86,84,86,67,85,35,64,2019-11-25 22:25:41
Raúl,Icons,Icons,CF,Gold,86,88,78,79,87,48,65,2019-11-25 22:25:41
Frank Lampard,Icons,Icons,CM,Gold,86,86,86,74,84,46,72,2019-11-25 22:25:41
Ruud Gullit,Icons,Icons,CM,Gold,86,87,83,77,81,37,76,2019-11-25 22:25:41
Michael Ballack,Icons,Icons,CM,Gold,86,84,86,70,80,37,81,2019-11-25 22:25:41
Steven Gerrard,Icons,Icons,CDM,Gold,86,82,81,85,85,64,66,2019-11-25 22:25:41
David Trezeguet,Icons,Icons,ST,Gold,86,70,80,85,81,74,79,2019-11-25 22:25:41
Roy Keane,Icons,Icons,CM,Gold,86,78,86,70,78,40,75,2019-11-25 22:25:41
Frank Rijkaard,Icons,Icons,CDM,Gold,86,80,66,86,89,77,77,2019-11-25 22:25:41
Michael Owen,Icons,Icons,ST,Gold,86,57,89,79,80,35,79,2019-11-25 22:25:41
Marc Overmars,Icons,Icons,LW,Gold,86,91,72,82,84,82,84,2019-11-25 22:25:41
Henrik Larsson,Icons,Icons,ST,Gold,86,82,83,86,87,61,84,2019-11-25 22:25:41
Patrick Kluivert,Icons,Icons,ST,Gold,86,75,65,73,71,87,82,2019-11-25 22:25:41
Christian Vieri,Icons,Icons,ST,Gold,86,92,80,79,81,81,78,2019-11-25 22:25:41
Hidetoshi Nakata,Icons,Icons,CAM,Gold,86,69,41,59,66,87,82,2019-11-25 22:25:41
Juan Sebastián Verón,Icons,Icons,CM,Gold,86,82,85,75,86,40,74,2019-11-25 22:25:41
Ruud van Nistelrooy,Icons,Icons,ST,Gold,86,69,63,69,70,86,82,2019-11-25 22:25:41
Frenkie de Jong,FC Barcelona,Spain Primera Division,CM,Gold,86,84,79,84,87,48,68,2019-11-25 22:25:41
Zlatan Ibrahimović,Los Angeles Galaxy,USA Major League Soccer,ST,Gold,86,62,81,86,81,74,70,2019-11-25 22:25:41
Gianluca Zambrotta,Icons,Icons,RWB,Gold,86,77,82,80,87,61,78,2019-11-25 22:25:41
John Barnes,Icons,Icons,CAM,Gold,86,68,68,87,85,75,67,2019-11-25 22:25:41
Fernando Hierro,Icons,Icons,CB,Gold,86,74,41,73,71,86,77,2019-11-25 22:25:41
Roberto Carlos,Icons,Icons,LB,Gold,86,95,81,79,86,38,70,2019-11-25 22:25:41
Milan Škriniar,Inter,Italy Serie A,CB,Gold,86,80,85,63,81,39,76,2019-11-25 22:25:41
Alexandre Lacazette,Arsenal,England Premier League,ST,Gold,86,72,83,79,78,55,71,2019-11-25 22:25:41
Samuel Umtiti,FC Barcelona,Spain Primera Division,CB,Gold,86,72,69,86,84,79,78,2019-11-25 22:25:41
Ángel Di María,Paris Saint-Germain,France Ligue 1,RW,Gold,86,41,80,88,79,70,69,2019-11-25 22:25:41
Ivan Rakitić,FC Barcelona,Spain Primera Division,CM,Gold,86,65,60,84,90,79,66,2019-11-25 22:25:41
Roberto Firmino,Liverpool,England Premier League,CF,Gold,86,71,77,83,90,59,60,2019-11-25 22:25:41
Miralem Pjanić,Piemonte Calcio,Italy Serie A,CM,Gold,86,79,80,84,90,52,64,2019-11-25 22:25:41
Marquinhos,Paris Saint-Germain,France Ligue 1,CB,Gold,86,59,59,65,62,86,80,2019-11-25 22:25:41
Leroy Sané,Manchester City,England Premier League,LW,Gold,86,89,85,84,88,35,72,2019-11-25 22:25:41
Ciro Immobile,Lazio,Italy Serie A,ST,Gold,86,59,59,65,62,86,80,2019-11-25 22:25:41
Thomas Müller,Bayern München,Germany 1. Bundesliga,CAM,Gold,86,75,62,73,80,87,80,2019-11-25 22:25:41
Leonardo Bonucci,Piemonte Calcio,Italy Serie A,CB,Gold,86,91,83,76,87,43,74,2019-11-25 22:25:41
Joshua Kimmich,Bayern München,Germany 1. Bundesliga,RB,Gold,86,85,80,83,87,70,78,2019-11-25 22:25:41
Parejo,Valencia CF,Spain Primera Division,CM,Gold,86,87,65,82,86,79,73,2019-11-25 22:25:41
Marco Verratti,Paris Saint-Germain,France Ligue 1,CM,Gold,86,93,84,71,84,36,71,2019-11-25 22:25:41
Isco,Real Madrid,Spain Primera Division,CAM,Gold,86,87,65,82,86,79,73,2019-11-25 22:25:41
Coutinho,Bayern München,Germany 1. Bundesliga,LW,Gold,86,93,84,71,84,36,71,2019-11-25 22:25:41
Nicolás Otamendi,Manchester City,England Premier League,CB,Gold,85,82,85,81,85,33,69,2019-11-25 22:25:41
Leandro Trossard,Brighton & Hove Albion,England Premier League,LW,Gold,85,86,85,79,87,41,63,2019-11-25 22:25:41
Nicolás Otamendi,Manchester City,England Premier League,CB,Gold,85,74,82,80,85,85,84,2019-11-25 22:25:41
Idrissa Gueye,Paris Saint-Germain,France Ligue 1,CDM,Gold,85,82,85,81,85,33,69,2019-11-25 22:25:41
Anthony Martial,Manchester United,England Premier League,LW,Gold,85,86,75,83,78,80,74,2019-11-25 22:25:41
Alex Oxlade-Chamberlain,Liverpool,England Premier League,CM,Gold,85,98,80,78,87,42,83,2019-11-25 22:25:41
Grimaldo,SL Benfica,Portugal Liga NOS,LB,Gold,85,86,85,79,87,41,63,2019-11-25 22:25:41
Timo Werner,RB Leipzig,Germany 1. Bundesliga,ST,Gold,85,74,82,80,85,85,84,2019-11-25 22:25:41
Grimaldo,SL Benfica,Portugal Liga NOS,LB,Gold,85,63,85,71,80,31,71,2019-11-25 22:25:41
Timo Werner,RB Leipzig,Germany 1. Bundesliga,ST,Gold,85,89,82,79,85,71,70,2019-11-25 22:25:41
Carlos Vela,Los Angeles FC,USA Major League Soccer,ST,Gold,85,80,59,64,71,85,80,2019-11-25 22:25:41
Wissam Ben Yedder,AS Monaco,France Ligue 1,ST,Gold,85,76,82,88,82,83,79,2019-11-25 22:25:41
Radja Nainggolan,Cagliari,Italy Serie A,RW,Gold,85,89,79,84,88,68,84,2019-11-25 22:25:41
Carlos Vela,Los Angeles FC,USA Major League Soccer,ST,Gold,85,80,71,82,80,83,78,2019-11-25 22:25:41
Kieran Trippier,Atlético de Madrid,Spain Primera Division,RB,Gold,85,80,71,82,80,83,78,2019-11-25 22:25:41
Adama Traoré,Wolverhampton Wanderers,England Premier League,RW,Gold,85,57,64,87,83,73,75,2019-11-25 22:25:41
Wissam Ben Yedder,AS Monaco,France Ligue 1,ST,Gold,85,57,64,87,83,73,75,2019-11-25 22:25:41
