NAME,CLUB,LEAGUE,POSITION,TIER,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL,LOADDATE
Morgan Schneiderlin,Southampton,Barclays PL,CDM,Gold,85,80,71,81,80,88,86,2018-09-19 11:18:34
Demba Ba,Beşiktaş JK,Süper Lig,ST,Gold,85,73,89,73,82,40,77,2018-09-19 11:18:34
Alexandre Lacazette,Olympique Lyon,Ligue 1,ST,Gold,85,67,55,72,62,89,80,2018-09-19 11:18:34
John Terry,Chelsea,Barclays PL,CB,Gold,85,44,73,93,84,57,63,2018-09-19 11:18:34
Marek Hamšik,Napoli,Serie A,CAM,Gold,85,78,81,86,89,36,65,2018-09-19 11:18:34
Blaise Matuidi,PSG,Ligue 1,CM,Gold,85,88,89,79,88,32,71,2018-09-19 11:18:34
Edin Džeko,Manchester City,Barclays PL,ST,Gold,85,81,87,88,87,48,74,2018-09-19 11:18:34
Piqué,FC Barcelona,Liga BBVA,CB,Gold,85,78,83,82,87,76,90,2018-09-19 11:18:34
Andrea Pirlo,Juventus,Serie A,CM,Gold,85,83,77,87,85,48,57,2018-09-19 11:18:34
Isco,Real Madrid,Liga BBVA,LM,Gold,85,69,80,90,82,64,65,2018-09-19 11:18:34
Antoine Griezmann,Atlético Madrid,Liga BBVA,ST,Gold,85,56,73,87,70,79,72,2018-09-19 11:18:34
Kevin De Bruyne,VfL Wolfsburg,Bundesliga,CAM,Gold,85,88,85,77,88,39,68,2018-09-19 11:18:34
Paul Pogba,Juventus,Serie A,CM,Gold,85,71,85,92,84,61,72,2018-09-19 11:18:34
Christian Eriksen,Spurs,Barclays PL,LM,Gold,85,82,78,83,87,44,46,2018-09-19 11:18:34
Cesc Fàbregas,Chelsea,Barclays PL,CM,Gold,85,75,81,87,89,32,62,2018-09-19 11:18:34
Xabi Alonso,FC Bayern,Bundesliga,CDM,Gold,85,76,46,55,65,92,87,2018-09-19 11:18:34
Alexis Sánchez,Arsenal,Barclays PL,RW,Gold,85,69,89,68,74,33,76,2018-09-19 11:18:34
Ivan Rakitić,FC Barcelona,Liga BBVA,CM,Gold,85,82,88,69,82,31,74,2018-09-19 11:18:34
Oscar,Chelsea,Barclays PL,CAM,Gold,85,76,85,89,86,49,65,2018-09-19 11:18:34
Santi Cazorla,Arsenal,Barclays PL,CAM,Gold,85,68,49,64,62,89,81,2018-09-19 11:18:34
Mehdi Benatia,FC Bayern,Bundesliga,CB,Gold,85,77,52,57,57,89,89,2018-09-19 11:18:34
Klaas-Jan Huntelaar,FC Schalke 04,Bundesliga,ST,Gold,85,79,78,80,81,81,83,2018-09-19 11:18:34
Gonzalo Higuaín,Napoli,Serie A,ST,Gold,85,58,81,89,84,58,69,2018-09-19 11:18:34
Wesley Sneijder,Galatasaray SK,Süper Lig,LW,Gold,85,82,83,63,79,40,88,2018-09-19 11:18:34
Diego Godín,Atlético Madrid,Liga BBVA,CB,Gold,85,80,74,82,89,35,63,2018-09-19 11:18:34
Giorgio Chiellini,Juventus,Serie A,CB,Gold,85,86,86,78,87,46,84,2018-09-19 11:18:34
Arturo Vidal,Juventus,Serie A,CM,Gold,85,84,84,75,82,30,74,2018-09-19 11:18:34
Toni Kroos,Real Madrid,Liga BBVA,CM,Gold,85,74,75,84,87,31,60,2018-09-19 11:18:34
Diego Costa,Chelsea,Barclays PL,ST,Gold,85,77,50,66,69,83,82,2018-09-19 11:18:34
Mario Götze,FC Bayern,Bundesliga,CAM,Gold,85,56,59,78,75,81,80,2018-09-19 11:18:34
Carlos Tévez,Juventus,Serie A,ST,Gold,85,53,61,72,68,84,85,2018-09-19 11:18:34
Karim Benzema,Real Madrid,Liga BBVA,ST,Gold,85,76,89,82,88,50,83,2018-09-19 11:18:34
Juan Mata,Manchester Utd,Barclays PL,CAM,Gold,85,77,74,83,86,61,72,2018-09-19 11:18:34
Jérôme Boateng,FC Bayern,Bundesliga,CB,Gold,85,88,86,88,92,33,70,2018-09-19 11:18:34
Sergio Busquets,FC Barcelona,Liga BBVA,CDM,Gold,85,96,86,70,86,40,75,2018-09-19 11:18:34
Javi Martinez,FC Bayern,Bundesliga,CB,Gold,85,70,61,72,72,88,84,2018-09-19 11:18:34
Clint Dempsey,Sounders FC,MLS,ST,Gold,84,56,69,74,65,83,86,2018-09-19 11:18:34
Arda Turan,FC Barcelona,Liga BBVA,RM,Gold,84,75,65,70,70,86,88,2018-09-19 11:18:34
Quaresma,FC Porto,Primeira Liga,RW,Gold,84,84,81,77,83,74,80,2018-09-19 11:18:34
Seydou Doumbia,Roma,Serie A,ST,Gold,84,87,92,70,85,42,82,2018-09-19 11:18:34
Javier Mascherano,FC Barcelona,Liga BBVA,CDM,Gold,84,65,62,77,65,85,92,2018-09-19 11:18:34
Sami Khedira,Juventus,Serie A,CDM,Gold,84,93,81,80,92,43,89,2018-09-19 11:18:34
Andrea Pirlo,NY City FC,MLS,CM,Gold,84,80,74,84,81,76,83,2018-09-19 11:18:34
Aurélien Chedjou,Galatasaray SK,Süper Lig,CB,Gold,84,84,83,80,88,43,72,2018-09-19 11:18:34
Alessandro Florenzi,Roma,Serie A,RB,Gold,84,73,62,65,67,90,87,2018-09-19 11:18:34
Mauro Icardi,Inter,Serie A,ST,Gold,84,87,71,84,84,80,70,2018-09-19 11:18:34
Grzegorz Krychowiak,Sevilla FC,Liga BBVA,CDM,Gold,84,90,83,86,90,40,58,2018-09-19 11:18:34
Yannick Bolasie,Crystal Palace,Barclays PL,LM,Gold,84,77,88,64,75,35,83,2018-09-19 11:18:34
Jordan Henderson,Liverpool,Barclays PL,CM,Gold,84,83,91,81,83,45,88,2018-09-19 11:18:34
Nolito,Celta Vigo,Liga BBVA,LW,Gold,84,75,77,87,85,73,74,2018-09-19 11:18:34
Nicolás Otamendi,Valencia CF,Liga BBVA,CB,Gold,84,72,80,83,82,74,79,2018-09-19 11:18:34
Dani Alves,FC Barcelona,Liga BBVA,RB,Gold,84,54,52,79,73,83,85,2018-09-19 11:18:34
Dries Mertens,Napoli,Serie A,LM,Gold,84,42,51,58,53,88,83,2018-09-19 11:18:34
Mario Gomez,Fiorentina,Serie A,ST,Gold,84,86,83,83,87,60,76,2018-09-19 11:18:34
Hulk,Zenit,Russian League,ST,Gold,84,90,88,76,88,43,79,2018-09-19 11:18:34
João Moutinho,AS Monaco,Ligue 1,CAM,Gold,84,87,85,78,86,31,70,2018-09-19 11:18:34
Aaron Ramsey,Arsenal,Barclays PL,CM,Gold,84,88,83,77,88,33,69,2018-09-19 11:18:34
Jérémy Toulalan,AS Monaco,Ligue 1,CB,Gold,84,80,85,85,85,45,71,2018-09-19 11:18:34
John Terry,Chelsea,Barclays PL,CB,Gold,84,83,79,82,89,36,52,2018-09-19 11:18:34
Antonio Candreva,Lazio,Serie A,RW,Gold,84,77,79,80,85,73,88,2018-09-19 11:18:34
Alexandre Lacazette,Olympique Lyon,Ligue 1,ST,Gold,84,82,74,84,83,47,56,2018-09-19 11:18:34
Antoine Griezmann,Atlético Madrid,Liga BBVA,ST,Gold,84,77,77,84,87,33,63,2018-09-19 11:18:34
Carlos Vela,Real Sociedad,Liga BBVA,RW,Gold,84,53,41,57,52,87,86,2018-09-19 11:18:34
Kevin De Bruyne,VfL Wolfsburg,Bundesliga,CM,Gold,84,85,80,81,86,38,62,2018-09-19 11:18:34
Shinji Kagawa,Bor. Dortmund,Bundesliga,CAM,Gold,84,73,79,87,86,65,69,2018-09-19 11:18:34
Paul Pogba,Juventus,Serie A,CM,Gold,84,79,68,79,78,86,84,2018-09-19 11:18:34
Christian Eriksen,Spurs,Barclays PL,CAM,Gold,84,75,82,84,84,59,72,2018-09-19 11:18:34
Isco,Real Madrid,Liga BBVA,CAM,Gold,84,72,86,71,80,37,74,2018-09-19 11:18:34
Nemanja Vidić,Inter,Serie A,CB,Gold,84,70,84,89,82,58,70,2018-09-19 11:18:34
Pedro,FC Barcelona,Liga BBVA,LW,Gold,84,77,50,58,58,86,82,2018-09-19 11:18:34
Miralem Pjanić,Roma,Serie A,CM,Gold,84,75,45,54,64,88,84,2018-09-19 11:18:34
Blaise Matuidi,PSG,Ligue 1,CM,Gold,84,81,75,80,85,43,44,2018-09-19 11:18:34
Marek Hamšik,Napoli,Serie A,CAM,Gold,84,88,82,75,87,39,66,2018-09-19 11:18:34
Edin Džeko,Manchester City,Barclays PL,ST,Gold,84,78,76,84,86,39,60,2018-09-19 11:18:34
Ivan Rakitić,FC Barcelona,Liga BBVA,CM,Gold,84,73,78,85,87,31,61,2018-09-19 11:18:34
Miranda,Atlético Madrid,Liga BBVA,CB,Gold,84,81,84,68,80,30,71,2018-09-19 11:18:34
Mehdi Benatia,FC Bayern,Bundesliga,CB,Gold,84,69,71,79,75,82,84,2018-09-19 11:18:34
Oscar,Chelsea,Barclays PL,CAM,Gold,84,75,80,87,84,48,63,2018-09-19 11:18:34
Alexis Sánchez,Arsenal,Barclays PL,RW,Gold,84,67,48,62,60,86,78,2018-09-19 11:18:34
Samir Nasri,Manchester City,Barclays PL,LM,Gold,84,56,69,74,65,83,86,2018-09-19 11:18:34
Santi Cazorla,Arsenal,Barclays PL,LM,Gold,84,66,54,69,60,86,76,2018-09-19 11:18:34
Gonzalo Higuaín,Napoli,Serie A,ST,Gold,84,77,74,83,86,61,72,2018-09-19 11:18:34
Daniele De Rossi,Roma,Serie A,CDM,Gold,84,68,85,64,72,32,73,2018-09-19 11:18:34
Wesley Sneijder,Galatasaray SK,Süper Lig,CAM,Gold,84,68,79,88,81,64,63,2018-09-19 11:18:34
Diego Godín,Atlético Madrid,Liga BBVA,CB,Gold,84,74,75,83,82,71,72,2018-09-19 11:18:34
Sami Khedira,Real Madrid,Liga BBVA,CDM,Gold,84,53,50,77,71,79,82,2018-09-19 11:18:34
Piqué,FC Barcelona,Liga BBVA,CB,Gold,84,87,77,80,84,37,76,2018-09-19 11:18:34
Arda Turan,Atlético Madrid,Liga BBVA,LM,Gold,84,80,70,83,86,67,70,2018-09-19 11:18:34
Klaas-Jan Huntelaar,FC Schalke 04,Bundesliga,ST,Gold,84,89,82,69,81,29,70,2018-09-19 11:18:34
Cesc Fàbregas,Chelsea,Barclays PL,CM,Gold,84,71,84,69,78,36,71,2018-09-19 11:18:34
Xabi Alonso,FC Bayern,Bundesliga,CDM,Gold,84,91,71,78,84,29,53,2018-09-19 11:18:34
João Moutinho,AS Monaco,Ligue 1,CM,Gold,83,81,72,83,83,47,55,2018-09-19 11:18:34
Jérémy Toulalan,AS Monaco,Ligue 1,CDM,Gold,83,71,78,79,80,70,77,2018-09-19 11:18:34
Jefferson Farfán,FC Schalke 04,Bundesliga,RM,Gold,83,34,41,57,48,87,76,2018-09-19 11:18:34
İlkay Gündoğan,Bor. Dortmund,Bundesliga,CM,Gold,83,41,47,56,52,84,80,2018-09-19 11:18:34
Daniel Sturridge,Liverpool,Barclays PL,ST,Gold,83,52,57,68,64,86,78,2018-09-19 11:18:34
Edin Džeko,Manchester City,Barclays PL,ST,Gold,83,76,78,79,83,73,88,2018-09-19 11:18:34
Jesús Navas,Manchester City,Barclays PL,RM,Gold,83,93,77,76,87,57,71,2018-09-19 11:18:34
Christian Eriksen,Spurs,Barclays PL,LM,Gold,83,72,75,85,84,63,66,2018-09-19 11:18:34
Aaron Ramsey,Arsenal,Barclays PL,CM,Gold,83,85,79,82,84,57,74,2018-09-19 11:18:34
Per Mertesacker,Arsenal,Barclays PL,CB,Gold,83,79,76,81,83,74,79,2018-09-19 11:18:34
John Terry,Chelsea,Barclays PL,CB,Gold,83,74,78,82,82,58,71,2018-09-19 11:18:34
Ezequiel Garay,Zenit,Russian League,CB,Gold,83,75,36,58,59,86,79,2018-09-19 11:18:34
Paul Pogba,Juventus,Serie A,CM,Gold,83,52,39,55,51,84,83,2018-09-19 11:18:34
Juan Cuadrado,Fiorentina,Serie A,RM,Gold,83,82,87,79,81,43,86,2018-09-19 11:18:34
Miralem Pjanić,Roma,Serie A,CM,Gold,83,76,76,82,86,32,62,2018-09-19 11:18:34
Antonio Candreva,Lazio,Serie A,RW,Gold,83,84,76,78,84,37,60,2018-09-19 11:18:34
Claudio Marchisio,Juventus,Serie A,CM,Gold,83,75,82,61,75,43,87,2018-09-19 11:18:34
Marek Hamšik,Napoli,Serie A,CAM,Gold,83,69,82,87,81,55,67,2018-09-19 11:18:34
Andrea Barzagli,Juventus,Serie A,CB,Gold,83,76,49,56,57,84,79,2018-09-19 11:18:34
Nemanja Vidić,Inter,Serie A,CB,Gold,83,86,70,79,83,76,68,2018-09-19 11:18:34
Hulk,Zenit,Russian League,RW,Gold,83,69,59,70,69,84,80,2018-09-19 11:18:34
Isco,Real Madrid,Liga BBVA,CAM,Gold,83,73,50,58,59,84,83,2018-09-19 11:18:34
Pedro,FC Barcelona,Liga BBVA,LW,Gold,83,93,71,77,83,82,80,2018-09-19 11:18:34
Mario Mandžukić,Atlético Madrid,Liga BBVA,ST,Gold,83,73,47,65,67,91,90,2018-09-19 11:18:34
Ivan Rakitić,FC Barcelona,Liga BBVA,CAM,Gold,83,68,88,77,78,40,80,2018-09-19 11:18:34
Miranda,Atlético Madrid,Liga BBVA,CB,Gold,83,82,82,68,81,30,79,2018-09-19 11:18:34
Dani Alves,FC Barcelona,Liga BBVA,RB,Gold,83,87,74,79,83,58,72,2018-09-19 11:18:34
Javier Mascherano,FC Barcelona,Liga BBVA,CB,Gold,83,64,56,72,71,83,76,2018-09-19 11:18:34
Pepe,Real Madrid,Liga BBVA,CB,Gold,83,71,81,83,84,63,73,2018-09-19 11:18:34
Jordi Alba,FC Barcelona,Liga BBVA,LB,Gold,82,84,87,84,87,67,85,2018-09-19 11:18:34
Ashley Williams,Swansea City,Barclays PL,CB,Gold,82,77,84,74,80,45,77,2018-09-19 11:18:34
Didier Drogba,Montreal Impact,MLS,ST,Gold,82,73,90,84,88,37,77,2018-09-19 11:18:34
Mario Balotelli,Milan,Serie A,ST,Gold,82,87,79,80,88,56,75,2018-09-19 11:18:34
Jakub Błaszczykowski,Fiorentina,Serie A,RM,Gold,82,86,88,70,80,35,86,2018-09-19 11:18:34
Dante,VfL Wolfsburg,Bundesliga,CB,Gold,82,75,90,75,81,37,80,2018-09-19 11:18:34
Hernanes,Juventus,Serie A,CAM,Gold,82,75,82,60,70,30,79,2018-09-19 11:18:34
André Ayew,Swansea City,Barclays PL,RM,Gold,82,79,83,79,83,38,72,2018-09-19 11:18:34
Soldado,Villarreal CF,Liga BBVA,ST,Gold,82,82,62,76,78,81,77,2018-09-19 11:18:34
Robbie Keane,LA Galaxy,MLS,ST,Gold,82,87,76,85,86,35,51,2018-09-19 11:18:34
Henrikh Mkhitaryan,Bor. Dortmund,Bundesliga,LM,Gold,82,82,81,66,78,43,85,2018-09-19 11:18:34
Romelu Lukaku,Everton,Barclays PL,ST,Gold,82,85,79,80,86,28,65,2018-09-19 11:18:34
André-Pierre Gignac,Tigres,LIGA Bancomer MX,ST,Gold,82,63,83,85,75,70,81,2018-09-19 11:18:34
Mario Gomez,Beşiktaş JK,Süper Lig,ST,Gold,82,75,90,78,86,36,70,2018-09-19 11:18:34
Stevan Jovetić,Inter,Serie A,ST,Gold,82,86,72,80,85,84,75,2018-09-19 11:18:34
Filipe Luís,Atlético Madrid,Liga BBVA,LB,Gold,82,85,40,60,70,88,75,2018-09-19 11:18:34
Mathieu Valbuena,Dinamo Moskva,Russian League,CAM,Gold,82,86,92,70,87,40,70,2018-09-19 11:18:34
Jackson Martínez,Atlético Madrid,Liga BBVA,ST,Gold,82,85,82,85,83,45,75,2018-09-19 11:18:34
Ronaldinho,Querétaro,LIGA Bancomer MX,CAM,Gold,82,84,80,84,85,72,80,2018-09-19 11:18:34
Nani,Fenerbahçe SK,Süper Lig,LM,Gold,82,80,84,88,87,63,80,2018-09-19 11:18:34
Steven Gerrard,LA Galaxy,MLS,CDM,Gold,82,82,86,65,83,35,73,2018-09-19 11:18:34
David Villa,NY City FC,MLS,ST,Gold,82,97,82,78,84,35,67,2018-09-19 11:18:34
Andrés Guardado,PSV,Eredivisie,CDM,Gold,82,87,77,83,83,77,82,2018-09-19 11:18:34
Marquinhos,PSG,Ligue 1,RB,Gold,82,81,85,86,86,50,71,2018-09-19 11:18:34
Rubén Castro,Real Betis,Liga Adelante,ST,Gold,82,78,88,79,89,46,72,2018-09-19 11:18:34
Adrian Mierzejewski,Al-Nassr,ALJ League,CAM,Gold,82,74,83,77,84,45,77,2018-09-19 11:18:34
Zlatko Junuzović,Werder Bremen,Bundesliga,CM,Gold,82,87,83,66,79,33,66,2018-09-19 11:18:34
Roman Eremenko,CSKA Moskva,Russian League,CAM,Gold,82,73,75,83,89,60,68,2018-09-19 11:18:34
Carlos Bacca,Sevilla FC,Liga BBVA,ST,Gold,82,86,82,84,89,31,68,2018-09-19 11:18:34
Theo Walcott,Arsenal,Barclays PL,ST,Gold,82,91,85,77,86,31,67,2018-09-19 11:18:34
Caner Erkin,Fenerbahçe SK,Süper Lig,LB,Gold,82,82,87,68,79,37,90,2018-09-19 11:18:34
Dimitri Payet,Marseille,Ligue 1,CAM,Gold,82,70,53,63,59,87,86,2018-09-19 11:18:34
Raffael,Bor. M'gladbach,Bundesliga,CF,Gold,82,78,65,79,80,84,80,2018-09-19 11:18:34
Clint Dempsey,Sounders FC,MLS,CF,Gold,82,90,84,86,90,61,77,2018-09-19 11:18:34
Javier Hernández,Real Madrid,Liga BBVA,ST,Gold,82,88,86,76,88,42,83,2018-09-19 11:18:34
Thiago,FC Bayern,Bundesliga,CM,Gold,82,82,86,60,78,36,84,2018-09-19 11:18:34
Quaresma,FC Porto,Primeira Liga,RW,Gold,82,64,39,51,56,86,86,2018-09-19 11:18:34
José Callejón,Napoli,Serie A,RM,Gold,82,83,79,80,83,79,82,2018-09-19 11:18:34
Christian Benteke,Aston Villa,Barclays PL,ST,Gold,82,63,78,89,83,60,72,2018-09-19 11:18:34
Phil Jagielka,Everton,Barclays PL,CB,Gold,82,74,60,64,58,87,79,2018-09-19 11:18:34
Ricardo Rodriguez,VfL Wolfsburg,Bundesliga,LB,Gold,82,71,57,60,64,85,81,2018-09-19 11:18:34
Xherdan Shaqiri,Inter,Serie A,CAM,Gold,82,82,40,63,65,84,77,2018-09-19 11:18:34
Danny Welbeck,Arsenal,Barclays PL,LW,Gold,82,88,83,72,85,40,75,2018-09-19 11:18:34
Salomón Rondón,Zenit,Russian League,ST,Gold,82,79,83,79,83,38,72,2018-09-19 11:18:34
Martin Škrtel,Liverpool,Barclays PL,CB,Gold,82,85,79,80,86,28,65,2018-09-19 11:18:34
Radja Nainggolan,Roma,Serie A,CM,Gold,82,75,71,82,82,36,67,2018-09-19 11:18:34
Parejo,Valencia CF,Liga BBVA,CM,Gold,82,89,84,80,85,40,68,2018-09-19 11:18:34
Naldo,VfL Wolfsburg,Bundesliga,CB,Gold,82,82,73,83,89,35,51,2018-09-19 11:18:34
Nicolás Otamendi,Valencia CF,Liga BBVA,CB,Gold,82,74,85,61,76,41,88,2018-09-19 11:18:34
Laurent Koscielny,Arsenal,Barclays PL,CB,Gold,82,93,82,68,82,38,73,2018-09-19 11:18:34
Alexandre Lacazette,Olympique Lyon,Ligue 1,ST,Gold,82,72,81,67,75,35,67,2018-09-19 11:18:34
Stevan Jovetić,Manchester City,Barclays PL,ST,Gold,82,77,74,79,77,82,87,2018-09-19 11:18:34
Nani,Sporting CP,Primeira Liga,LW,Gold,82,87,49,79,80,85,71,2018-09-19 11:18:34
Dušan Tadić,Southampton,Barclays PL,LM,Gold,82,86,77,78,88,42,65,2018-09-19 11:18:34
André Schürrle,VfL Wolfsburg,Bundesliga,LM,Gold,82,77,85,73,84,38,75,2018-09-19 11:18:34
Coutinho,Liverpool,Barclays PL,CAM,Gold,82,77,70,84,86,64,78,2018-09-19 11:18:34
Wilfried Bony,Manchester City,Barclays PL,ST,Gold,82,68,61,65,62,89,85,2018-09-19 11:18:34
Seydou Doumbia,Roma,Serie A,ST,Gold,82,82,81,66,78,43,85,2018-09-19 11:18:34
Miroslav Klose,Lazio,Serie A,ST,Gold,82,81,67,73,74,80,82,2018-09-19 11:18:34
Felipe Melo,Galatasaray SK,Süper Lig,CDM,Gold,82,75,73,84,85,39,64,2018-09-19 11:18:34
Gaël Clichy,Manchester City,Barclays PL,LB,Gold,82,87,76,75,85,32,73,2018-09-19 11:18:34
Sofiane Feghouli,Valencia CF,Liga BBVA,RW,Gold,82,50,66,78,73,78,84,2018-09-19 11:18:34
Samuel Eto'o,Everton,Barclays PL,CAM,Gold,82,77,64,72,72,80,78,2018-09-19 11:18:34
Jack Wilshere,Arsenal,Barclays PL,CDM,Gold,82,93,73,76,87,44,63,2018-09-19 11:18:34
Branislav Ivanović,Chelsea,Barclays PL,RB,Gold,82,86,70,81,82,79,72,2018-09-19 11:18:34
Jackson Martínez,FC Porto,Primeira Liga,ST,Gold,82,87,74,79,83,58,72,2018-09-19 11:18:34
Nicolás Gaitán,SL Benfica,Primeira Liga,LM,Gold,82,74,58,72,73,83,82,2018-09-19 11:18:34
Łukasz Piszczek,Bor. Dortmund,Bundesliga,RB,Gold,82,66,50,65,65,83,78,2018-09-19 11:18:34
Diego,Fenerbahçe SK,Süper Lig,CAM,Gold,82,71,57,58,57,83,79,2018-09-19 11:18:34
Ezequiel Lavezzi,PSG,Ligue 1,LW,Gold,82,78,52,61,65,84,82,2018-09-19 11:18:34
Thiago Motta,PSG,Ligue 1,CDM,Gold,82,64,56,72,71,83,76,2018-09-19 11:18:34
David Luiz,PSG,Ligue 1,CB,Gold,82,89,73,78,87,50,63,2018-09-19 11:18:34
Lucas,PSG,Ligue 1,RW,Gold,82,78,74,82,81,73,75,2018-09-19 11:18:34
David Alaba,FC Bayern,Bundesliga,LB,Gold,82,67,70,76,75,80,85,2018-09-19 11:18:34
Jakub Błaszczykowski,Bor. Dortmund,Bundesliga,RM,Gold,82,63,83,85,75,70,81,2018-09-19 11:18:34
Luiz Gustavo,VfL Wolfsburg,Bundesliga,CDM,Gold,82,82,62,76,78,81,77,2018-09-19 11:18:34
Benedikt Höwedes,FC Schalke 04,Bundesliga,CB,Gold,82,77,74,81,77,80,74,2018-09-19 11:18:34
Neven Subotić,Bor. Dortmund,Bundesliga,CB,Gold,82,74,52,74,75,83,82,2018-09-19 11:18:34
Sokratis,Bor. Dortmund,Bundesliga,CB,Gold,82,72,67,74,69,82,81,2018-09-19 11:18:34
Dante,FC Bayern,Bundesliga,CB,Gold,82,82,82,68,81,30,79,2018-09-19 11:18:34
Willian,Chelsea,Barclays PL,RM,Gold,82,88,77,80,87,37,53,2018-09-19 11:18:34
Fernandinho,Manchester City,Barclays PL,CM,Gold,82,84,83,74,84,28,52,2018-09-19 11:18:34
Nemanja Matić,Chelsea,Barclays PL,CDM,Gold,82,85,82,76,84,30,60,2018-09-19 11:18:34
Steven Gerrard,Liverpool,Barclays PL,CDM,Gold,82,71,74,85,81,65,67,2018-09-19 11:18:34
Filipe Luís,Chelsea,Barclays PL,LB,Gold,82,71,81,83,84,63,73,2018-09-19 11:18:34
Leighton Baines,Everton,Barclays PL,LB,Gold,82,93,82,68,82,38,73,2018-09-19 11:18:34
Pablo Zabaleta,Manchester City,Barclays PL,RB,Gold,82,85,76,81,84,33,56,2018-09-19 11:18:34
Jan Vertonghen,Spurs,Barclays PL,CB,Gold,82,75,82,60,70,30,79,2018-09-19 11:18:34
Mario Balotelli,Liverpool,Barclays PL,ST,Gold,82,55,64,53,54,84,83,2018-09-19 11:18:34
Dries Mertens,Napoli,Serie A,CAM,Gold,82,68,72,80,76,75,73,2018-09-19 11:18:34
Giuseppe Rossi,Fiorentina,Serie A,ST,Gold,82,85,77,76,83,30,68,2018-09-19 11:18:34
Rodrigo Palacio,Inter,Serie A,ST,Gold,82,75,72,85,81,53,73,2018-09-19 11:18:34
Borja Valero,Fiorentina,Serie A,CM,Gold,82,81,67,78,84,77,79,2018-09-19 11:18:34
Hernanes,Inter,Serie A,CM,Gold,82,86,77,74,85,30,65,2018-09-19 11:18:34
Seydou Doumbia,CSKA Moskva,Russian League,ST,Gold,82,76,71,76,75,80,86,2018-09-19 11:18:34
Danny,Zenit,Russian League,LW,Gold,82,86,80,64,76,31,63,2018-09-19 11:18:34
Mario Gomez,Fiorentina,Serie A,ST,Gold,82,60,79,57,74,35,85,2018-09-19 11:18:34
Alex,Milan,Serie A,CB,Gold,82,64,82,80,80,32,62,2018-09-19 11:18:34
Gabi,Atlético Madrid,Liga BBVA,CM,Gold,82,75,58,75,78,85,81,2018-09-19 11:18:34
Antoine Griezmann,Atlético Madrid,Liga BBVA,LW,Gold,82,86,75,83,86,55,65,2018-09-19 11:18:34
Koke,Atlético Madrid,Liga BBVA,LM,Gold,82,76,81,68,76,42,75,2018-09-19 11:18:34
Marcelo,Real Madrid,Liga BBVA,LB,Gold,82,68,86,66,75,48,82,2018-09-19 11:18:34
Carlos Vela,Real Sociedad,Liga BBVA,RW,Gold,82,86,73,80,83,33,49,2018-09-19 11:18:34
Felipe Melo,Inter,Serie A,CDM,Gold,81,67,83,75,75,36,78,2018-09-19 11:18:34
Javier Hernández,Bayer 04,Bundesliga,ST,Gold,81,86,81,69,88,29,55,2018-09-19 11:18:34
Llorente,Sevilla FC,Liga BBVA,ST,Gold,81,80,80,83,88,73,61,2018-09-19 11:18:34
Dimitar Berbatov,PAOK,Hellas Liga,ST,Gold,81,68,75,82,78,71,73,2018-09-19 11:18:34
Bacary Sagna,Manchester City,Barclays PL,RB,Gold,81,81,82,63,80,31,69,2018-09-19 11:18:34
Douglas Costa,FC Bayern,Bundesliga,LM,Gold,81,49,78,81,80,36,63,2018-09-19 11:18:34
Soldado,Villarreal CF,Liga BBVA,ST,Gold,81,86,80,64,76,31,63,2018-09-19 11:18:34
Aduriz,Athletic Bilbao,Liga BBVA,ST,Gold,81,77,77,77,85,33,67,2018-09-19 11:18:34
Mathieu Valbuena,Olympique Lyon,Ligue 1,CAM,Gold,81,72,88,81,85,35,74,2018-09-19 11:18:34
Didier Drogba,Montreal Impact,MLS,ST,Gold,81,80,60,65,70,84,85,2018-09-19 11:18:34
Giovani dos Santos,LA Galaxy,MLS,ST,Gold,81,72,45,62,65,88,87,2018-09-19 11:18:34
Darijo Srna,FC Shakhtar,Ukrayina Liha,RB,Gold,81,70,89,86,85,40,75,2018-09-19 11:18:34
Alex Teixeira,FC Shakhtar,Ukrayina Liha,CAM,Gold,81,78,47,75,74,85,80,2018-09-19 11:18:34
Yohan Cabaye,Crystal Palace,Barclays PL,CDM,Gold,81,82,88,65,80,37,77,2018-09-19 11:18:34
Carlos Bacca,Milan,Serie A,ST,Gold,81,77,85,78,87,35,70,2018-09-19 11:18:34
Rafael van der Vaart,Real Betis,Liga Adelante,CM,Gold,81,66,45,62,70,87,86,2018-09-19 11:18:34
Javier Hernández,Manchester Utd,Barclays PL,ST,Gold,81,81,45,70,72,85,80,2018-09-19 11:18:34
Roberto Firmino,Liverpool,Barclays PL,CAM,Gold,81,91,84,80,88,35,60,2018-09-19 11:18:34
Robbie Keane,LA Galaxy,MLS,ST,Gold,81,88,81,75,87,35,63,2018-09-19 11:18:34
Samuel Umtiti,Olympique Lyon,Ligue 1,CB,Gold,81,72,70,82,81,70,80,2018-09-19 11:18:34
Ashley Williams,Swansea City,Barclays PL,CB,Gold,81,76,72,84,83,74,77,2018-09-19 11:18:34
Jonatan Soriano,RB Salzburg,A. Bundesliga,ST,Gold,81,87,66,80,84,77,82,2018-09-19 11:18:34
Tony Jantschke,Bor. M'gladbach,Bundesliga,CB,Gold,81,91,66,70,80,83,82,2018-09-19 11:18:34
Mauro Icardi,Inter,Serie A,ST,Gold,81,79,81,85,84,60,75,2018-09-19 11:18:34
